Plate ,  Well ,  Part ,  Plasmid ,  Resistance ,  Well Status ,  Comments ,  Type ,  Subparts ,  Source ,  Gel Overall ,  Quantity ,  Plamsid ,  Sequencing ,  Seq Comment ,  Short Description , 
3, 1, BBa_Q03530, pSB2K3, --, OK, , Composite, 5, , , , , No sequence info, , "QPI (B0033.C0053.B0015.R0053)", 
3, 2, BBa_Q01121, pSB2K3, --, OK, , Inverter, 5, , , , , No sequence info, , "QPI (B0031.C0012.B0015.R0011)", 
3, 3, BBa_Q01400, pSB2K3, --, OK, , Inverter, 5, , , , , No sequence info, , "QPI (TetR  Medium RBS)", 
3, 4, BBa_Q01510, pSB2K3, --, OK, , Composite, 5, , , , , No sequence info, , "QPI (B0031.C0051.B0015.R0051)", 
3, 5, BBa_Q01511, pSB2K3, --, OK, , Composite, 5, , , , , No sequence info, , "QPI (B0031.C0051.B0015.R0065)", 
3, 6, BBa_Q01530, pSB2K3, --, OK, , Composite, 5, , , , , No sequence info, , "QPI (B0031.C0053.B0015.R0053)", 
3, 7, BBa_Q03121, pSB2K3, --, OK, , Inverter, 5, , , , , No sequence info, , "QPI (LacI)", 
3, 8, BBa_Q03400, pSB2K3, --, OK, , Inverter, 5, , , , , No sequence info, , "QPI (tetR)", 
3, 9, BBa_Q04121, pSB2K3, --, OK, , Inverter, 5, , , , , No sequence info, , "QPI (B0034.C0012.B0015.R0011)", 
3, 10, BBa_Q04400, pSB2K3, --, OK, , Inverter, 5, , , , , No sequence info, , "QPI (B0034.C0040.B0015.R0040)", 
3, 11, BBa_Q04510, pSB2K3, --, OK, , Inverter, 5, , , , , No sequence info, , "QPI (B0034.C0051.B0015.R0051)", 
3, 12, BBa_Q04511, pSB2K3, --, OK, , Inverter, 5, , , , , No sequence info, , "QPI (B0034.C0051.B0015.R0065)", 
3, 13, BBa_Q04520, pSB2K3, --, OK, , Inverter, 5, , , , , No sequence info, , "QPI (B0034.C0052.B0015.R0052)", 
3, 14, BBa_Q04530, pSB2K3, --, OK, , Inverter, 5, , , , , No sequence info, , "QPI (B0034.C0053.B0015.R0053)", 
3, 15, BBa_E0430, pSB1A2, --, OK, , Reporter, 4, , , , , No sequence info, , "EYFP (RBS+ LVA- TERM) (B0034.E0030.B0015)", 
3, 16, BBa_E0432, pSB1A2, --, OK, , Reporter, 4, , , , , No sequence info, , "EYFP (RBS+ LVA+ TERM) (B0034.E0032.B0015)", 
3, 17, BBa_E0420, pSB1A2, --, OK, , Reporter, 4, , , , , No sequence info, , "ECFP (RBS+ LVA- TERM) (B0034.E0020.B0015)", 
3, 18, BBa_E0422, pSB1A2, --, OK, , Reporter, 4, , , , , No sequence info, , "ECFP (RBS+ LVA+ TERM) (B0034.E0022.B0015)", 
3, 19, BBa_I0460, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "aiiA Device (B0034.C0060.B0015)", 
3, 20, BBa_F1610, pSB1AK3, --, OK, "Was BBa_I0461", Signalling, 4, , , , , No sequence info, , "3OC<sub>6</sub>HSL Sender Device", 
3, 21, BBa_I0462, pSB1A2, --, OK, , Generator, 4, , , , , No sequence info, , "luxR Protein Generator", 
3, 22, BBa_I4204, pSB1AK3, --, OK, , Project, 19, , , , , No sequence info, , "Prakash *: Syncronator Cell-Signalling Module", 
3, 23, BBa_I5600, pSB1A2, --, OK, , Project, 20, , , , , No sequence info, , "Olmecs *: Dualator part 1", 
3, 24, BBa_I5601, pSB2K3, --, OK, , Project, 20, , , , , No sequence info, , "Olmecs *: Dualator part 2", 
3, 25, BBa_I5602, pSB2K3, --, OK, , Project, 40, , , , , No sequence info, , "Olmecs *: Dualator", 
3, 26, BBa_I5610, pSB1A2, --, OK, , Composite, 20, , , , , No sequence info, , "Elowitz Repressilator: QPI design", 
3, 27, BBa_I4200, pSB1AK3, --, OK, , Project, 35, , , , , No sequence info, , "Prakash *: Synchronator Design 4", 
3, 28, BBa_I4201, pSB1AK3, --, OK, , Project, 35, , , , , No sequence info, , "Prakash *: Synchronator Design 1", 
3, 29, BBa_I4202, pSB1AK3, --, OK, , Project, 35, , , , , No sequence info, , "Prakash *: Synchronator Design 2", 
3, 30, BBa_I4203, pSB1AK3, --, OK, , Project, 35, , , , , No sequence info, , "Prakash *: Synchronator Design 3", 
3, 31, BBa_S0100, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0034.C0012", 
3, 32, BBa_S0101, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0034.C0040", 
3, 33, BBa_S0102, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0034.C0050", 
3, 34, BBa_S0103, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0034.C0051", 
3, 35, BBa_S0104, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0034.C0052", 
3, 36, BBa_S0105, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0034.C0053", 
3, 37, BBa_S0106, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0033.C0012", 
3, 38, BBa_S0107, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0033.C0040", 
3, 39, BBa_S0108, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0033.C0050", 
3, 40, BBa_S0109, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0033.C0051", 
3, 41, BBa_S0110, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0033.C0052", 
3, 42, BBa_S0111, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0033.C0053", 
3, 43, BBa_S0112, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0031.C0012", 
3, 44, BBa_S0113, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0031.C0040", 
3, 45, BBa_S0114, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0031.C0050", 
3, 46, BBa_S0115, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0031.C0051", 
3, 47, BBa_S0116, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0031.C0052", 
3, 48, BBa_S0117, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "B0031.C0053", 
3, 51, BBa_P0112, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> LacI   [S0162]", 
3, 52, BBa_P0140, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> TetR  [S0163]", 
3, 53, BBa_P0150, pSB1A2, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cI (HK022) [S0164]", 
3, 54, BBa_P0151, pSB1A2, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cI (lambda)   [S0165]", 
3, 55, BBa_P0152, pSB1A2, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cI (434)   [S0166]", 
3, 56, BBa_P0153, pSB1A2, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cII (p22)   [S0167]", 
3, 57, BBa_P0312, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> LacI   [S0156]", 
3, 58, BBa_P0340, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> TetR  [S0157]", 
3, 59, BBa_P0350, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cI (HK022) [S0158]", 
3, 60, BBa_P0351, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cI (lambda)   [S0159]", 
3, 61, BBa_P0352, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cI (434)   [S0160]", 
3, 62, BBa_P0353, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cII (p22)   [S0161]", 
3, 63, BBa_P0412, pSB1A2, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> LacI   [S0150]", 
3, 64, BBa_P0440, pSB1A2, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> TetR  [S0151]", 
3, 65, BBa_P0450, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cI (HK022) [S01152]", 
3, 66, BBa_P0451, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cI (lambda)   [S0153]", 
3, 67, BBa_P0452, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cI (434)   [S0154]", 
3, 68, BBa_P0453, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "PoPS -> cII (p22)   [S0155]", 
3, 71, pSB1A3, pSB1A3, --, OK, , Plasmid_Backbone, 1, , , , , No sequence info, , "High copy BioBrick assembly plasmid", 
3, 72, pSB2K3, pSB2K3, --, OK, , Plasmid_Backbone, 1, , , , , No sequence info, , "Inducible copy number BioBrick plasmid", 
