Plate ,  Well ,  Part ,  Plasmid ,  Resistance ,  Well Status ,  Comments ,  Type ,  Subparts ,  Source ,  Gel Overall ,  Quantity ,  Plamsid ,  Sequencing ,  Seq Comment ,  Short Description , 
39, 1A, BBa_B0011, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "LuxICDABEG (+/-)", 
39, 1B, BBa_S01007, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0060.E0420", 
39, 1C, BBa_B0012, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphageT7", 
39, 1D, BBa_S01009, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0071.E0420", 
39, 1E, BBa_B0013, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphage T7 (+/-)", 
39, 1F, BBa_S01008, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0070.E0420", 
39, 1G, BBa_B0014, pSB1AK3, --, OK, , Terminator, 2, , , , , No sequence info, , "double terminator (B0012-B0011)", 
39, 1H, BBa_S01013, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0079.E0420", 
39, 1I, BBa_B0015, pSB1AK3, --, OK, , Terminator, 2, , , , , No sequence info, , "double terminator (B0010-B0012)", 
39, 1J, BBa_S01012, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0078.E0420", 
39, 1K, BBa_B0017, pSB1A2, --, OK, , Terminator, 2, , , , , No sequence info, , "double terminator (B0010-B0010)", 
39, 1L, BBa_S01011, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0077.E0420", 
39, 1M, BBa_B0021, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "LuxICDABEG (+/-)  reversed", 
39, 1N, BBa_S01010, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0076.E0420", 
39, 1O, BBa_B0022, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphageT7  reversed", 
39, 1P, BBa_C0170, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "autoinducer synthetase for N-butyryl-HSL (BHL) and HHL (no LVA)", 
39, 2A, BBa_I6040, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0053.E0430", 
39, 2B, BBa_I13030, pSB1A2, --, OK, , Project, 3, , , , , No sequence info, , "mnt (weak) QPI intermediate", 
39, 2C, BBa_I6042, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0062.E0430", 
39, 2D, BBa_I13031, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "penI QPI intermediate", 
39, 2E, BBa_I6044, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0063.E0430", 
39, 2F, BBa_I13032, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "cI (TP-901) QPI intermediate", 
39, 2G, BBa_I6046, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0065.E0430", 
39, 2H, BBa_I13033, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "luxR QPI intermediate", 
39, 2I, BBa_I6050, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1051.E0430", 
39, 2J, BBa_I13008, pSB4A3, --, OK, , Measurement, 5, , , , , No sequence info, , "RBS Test R0011.B0031.E0130", 
39, 2K, BBa_I6054, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1053.E0430", 
39, 2L, BBa_I1466, pSB1AK3, --, OK, , Signalling, 4, , , , , No sequence info, , "RhlR protein generator (LVA-)", 
39, 2M, BBa_I6056, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1062.E0430", 
39, 2N, BBa_I1468, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "CinR protein generator ", 
39, 2O, BBa_I6058, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test I0500.E0430", 
39, 2P, BBa_I13207, pSB1A2, --, OK, , Signalling, 15, , , , , No sequence info, , "HSL/aiiA test construct", 
39, 3A, BBa_B0023, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphage T7  reversed", 
39, 3B, BBa_C0171, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "rhlR repressor/activator from P. aeruginosa PA3477 (no LVA)", 
39, 3C, BBa_B0024, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "double terminator (B0012-B0011)  reversed", 
39, 3E, BBa_B0025, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "double terminator (B0015)  reversed", 
39, 3G, BBa_B0030, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.1 (strong) -- modified from R. Weiss", 
39, 3H, BBa_C0178, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "autoinducer synthetase for PAI from Pseudomonas aeruginosa (no LVA)", 
39, 3I, BBa_B0031, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.2 (weak) -- derivative of BBa_0030", 
39, 3J, BBa_C0179, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "lasR activator from P. aeruginosa PAO1(no LVA)", 
39, 3K, BBa_B0032, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.3 (medium) -- derivative of BBa_0030", 
39, 3L, BBa_S01640, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "Intermediate part from assembly 240", 
39, 3M, BBa_B0033, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.4 (weaker) -- derivative of BBa_0030", 
39, 3N, BBa_I9045, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "reporter (yfp for cin) E0032.B0015", 
39, 3O, BBa_B0034, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS (Elowitz 1999) -- defines RBS efficiency", 
39, 3P, BBa_S0168, pSB1AK3, --, OK, , Intermediate, 3, , , , , No sequence info, , "C0062.B0015", 
39, 4A, BBa_I6060, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0010.E0432", 
39, 4B, BBa_I13261, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "Lux Receiver (I13263 with reversed part order)", 
39, 4C, BBa_I6061, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0011.E0432", 
39, 4D, BBa_I13263, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "Lux Receiver (HSL & R0063 driven)", 
39, 4E, BBa_I6062, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0040.E0432", 
39, 4F, BBa_I13272, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "YFP Producer Controlled by 3OC<sub>6</sub>HSL Receiver Device", 
39, 4G, BBa_I6064, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0050.E0432", 
39, 4H, BBa_I13273, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "YFP Producer Controlled by 3OC<sub>6</sub>HSL Receiver Device", 
39, 4I, BBa_I6066, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0051.E0432", 
39, 4J, BBa_I13208, pSB1A2, --, OK, , Signalling, 5, , , , , No sequence info, , "aiiA (LVA-) protein generator driven by plac", 
39, 4K, BBa_I6068, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0052.E0432", 
39, 4L, BBa_I13202, pSB1A2, --, OK, , Signalling, 5, , , , , No sequence info, , "3OC<sub>6</sub>HSL Sender Controlled by Lac Repressible Promoter", 
39, 4M, BBa_I6070, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0053.E0432", 
39, 4N, BBa_F2621, pSB1A2, --, OK, , Signalling, 6, , , , , No sequence info, , "3OC<sub>6</sub>HSL Receiver Device", 
39, 4O, BBa_I6072, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0062.E0432", 
39, 4P, BBa_A340620, pSB1A2, --, OK, , Inverter, 5, , , , , No sequence info, , "Quadpart Amplifier (B0034.C0062.B0015.R0062)", 
39, 5A, BBa_C0012, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "lacI repressor  from E. coli (+LVA)", 
39, 5B, BBa_E0044, pSB1A3, --, OK, , Reporter, 1, , , , , No sequence info, , "green fluorescent protein derived from jellyfish Aequeora victoria wild-type GFP (SwissProt: P42212)", 
39, 5C, BBa_C0040, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "tetracycline repressor from transposon Tn10 (+LVA)", 
39, 5D, BBa_E0036, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , "enhanced yellow fluorescent protein derived from A. victoria GFP", 
39, 5E, BBa_C0050, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "cI repressor from phage HK022  (+LVA?)", 
39, 5F, BBa_I7101, pSB4A3, --, OK, , Measurement, 5, , , , , No sequence info, , "R0040.B0032.E0040.B0015", 
39, 5G, BBa_C0051, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "cI repressor from E. coli phage lambda (+LVA) ", 
39, 5H, BBa_E0040, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , " green fluorescent protein derived from jellyfish Aequeora victoria wild-type GFP (SwissProt: P42212", 
39, 5I, BBa_C0052, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "cI repressor from phage  434 (+LVA)", 
39, 5J, BBa_E0024, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , " enhanced cyan fluorescent protein derived from A. victoria GFP", 
39, 5K, BBa_C0053, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "c2  repressor from Salmonella phage P22  (+LVA)", 
39, 5L, BBa_E0026, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , "enhanced cyan fluorescent protein derived from A. victoria GFP", 
39, 5M, BBa_C0060, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "autoinducer inactivation enzyme from Bacillus; hydrolyzes acetyl homoserine lactone", 
39, 5N, BBa_E0034, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , "enhanced yellow fluorescent protein derived from A. victoria GFP", 
39, 5O, BBa_C0061, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "autoinducer synthetase for AHL", 
39, 5P, BBa_I0403, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "I0500.B0034.C0060.E0420", 
39, 6A, BBa_I6074, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0063.E0432", 
39, 6B, BBa_F2620, pSB1A2, --, OK, , Signalling, 6, , , , , No sequence info, , "3OC<sub>6</sub>HSL -> PoPS Receiver", 
39, 6C, BBa_I6076, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0065.E0432", 
39, 6D, BBa_F2622, pSB1A2, --, OK, , Signalling, 6, , , , , No sequence info, , "3OC<sub>6</sub>HSL Receiver Device", 
39, 6E, BBa_I6078, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1050.E0432", 
39, 6F, BBa_I13606, pSB1A3, --, OK, , Measurement, 10, , , , , No sequence info, , "Reporter Construct (Ty+Lc+)", 
39, 6G, BBa_I6080, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1051.E0432", 
39, 6H, BBa_I13602, pSB1A2, --, OK, , Reporter, 5, , , , , No sequence info, , "Tet operator with CFP reporter (with LVA tag) [R/Tc+]", 
39, 6I, BBa_I6082, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1052.E0432", 
39, 6J, BBa_I13607, pSB1A3, --, OK, , Reporter, 10, , , , , No sequence info, , "Lac YFP Tet CFP (Ly+Tc+)", 
39, 6K, BBa_I6084, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1053.E0432", 
39, 6L, BBa_I5612, pSB4A3, --, OK, , Composite, 15, , , , , No sequence info, , "Brickalator 2.0 (Output-)", 
39, 6M, BBa_I6086, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1062.E0432", 
39, 6N, BBa_I13604, pSB1A3, --, OK, , Reporter, 10, , , , , No sequence info, , "Reporter construct for constitutive YFP and inducible CFP ", 
39, 6O, BBa_I6088, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test I0500.E0432", 
39, 6P, BBa_I13623, pSB1A2, --, OK, , Measurement, 10, , , , , No sequence info, , "Cascaded Lac (medium) and Tet (weak) QPIs", 
39, 7A, BBa_C0062, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "luxR repressor/activator   (no LVA?)", 
39, 7B, BBa_I0404, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0071.E0420", 
39, 7C, BBa_E0020, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "engineered cyan fluorescent protein derived from A. victoria GFP ", 
39, 7D, BBa_I0405, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0070.E0420", 
39, 7E, BBa_E0022, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , " enhanced cyan fluorescent protein derived from A. victoria GFP", 
39, 7F, BBa_I0406, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0079.E0420", 
39, 7G, BBa_E0030, pSB1AK3, --, OK, , Coding, 1, , , , , No sequence info, , "enhanced yellow fluorescent protein derived from A. victoria GFP", 
39, 7H, BBa_I0407, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0078.E0420", 
39, 7I, BBa_E0032, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , "enhanced yellow fluorescent protein derived from A. victoria GFP", 
39, 7J, BBa_I0408, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0077.E0420", 
39, 7K, BBa_R0010, pSB1A2, --, OK, , Regulatory, 1, , , , , No sequence info, , "promoter (lacI regulated)", 
39, 7L, BBa_I0409, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0076.E0420", 
39, 7M, BBa_R0011, pSB1A2, --, OK, , Regulatory, 1, , , , , No sequence info, , "Promoter (lacI regulated  lambda pL hybrid)", 
39, 7O, BBa_R0040, pSB1A2, --, OK, , Regulatory, 1, , , , , No sequence info, , "TetR repressible promoter", 
39, 7P, BBa_I0424, pSB1A2, --, OK, , Signalling, 12, , , , , No sequence info, , "I0404.I6101", 
39, 8A, BBa_I6100, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0061.E0430", 
