Plate ,  Well ,  Part ,  Plasmid ,  Resistance ,  Well Status ,  Comments ,  Type ,  Subparts ,  Source ,  Gel Overall ,  Quantity ,  Plamsid ,  Sequencing ,  Seq Comment ,  Short Description , 
158, 1A, BBa_B0011, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "LuxICDABEG (+/-)", 
158, 1B, BBa_S01007, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0060.E0420", 
158, 1C, BBa_B0012, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphageT7", 
158, 1D, BBa_S01009, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0071.E0420", 
158, 1E, BBa_B0013, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphage T7 (+/-)", 
158, 1F, BBa_S01008, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0070.E0420", 
158, 1G, BBa_B0014, pSB1AK3, --, OK, , Terminator, 2, , , , , No sequence info, , "double terminator (B0012-B0011)", 
158, 1H, BBa_S01013, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0079.E0420", 
158, 1I, BBa_B0015, pSB1AK3, --, OK, , Terminator, 2, , , , , No sequence info, , "double terminator (B0010-B0012)", 
158, 1J, BBa_S01012, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0078.E0420", 
158, 1K, BBa_B0017, pSB1A2, --, OK, , Terminator, 2, , , , , No sequence info, , "double terminator (B0010-B0010)", 
158, 1L, BBa_S01011, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0077.E0420", 
158, 1M, BBa_B0021, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "LuxICDABEG (+/-)  reversed", 
158, 1N, BBa_S01010, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0076.E0420", 
158, 1O, BBa_B0022, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphageT7  reversed", 
158, 1P, BBa_C0170, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "autoinducer synthetase for N-butyryl-HSL (BHL) and HHL (no LVA)", 
158, 2A, BBa_I6040, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0053.E0430", 
158, 2B, BBa_I13030, pSB1A2, --, OK, , Project, 3, , , , , No sequence info, , "mnt (weak) QPI intermediate", 
158, 2C, BBa_I6042, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0062.E0430", 
158, 2D, BBa_I13031, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "penI QPI intermediate", 
158, 2E, BBa_I6044, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0063.E0430", 
158, 2F, BBa_I13032, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "cI (TP-901) QPI intermediate", 
158, 2G, BBa_I6046, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0065.E0430", 
158, 2H, BBa_I13033, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "luxR QPI intermediate", 
158, 2I, BBa_I6050, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1051.E0430", 
158, 2J, BBa_I13008, pSB4A3, --, OK, , Measurement, 5, , , , , No sequence info, , "RBS Test R0011.B0031.E0130", 
158, 2K, BBa_I6054, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1053.E0430", 
158, 2L, BBa_I1466, pSB1AK3, --, OK, , Signalling, 4, , , , , No sequence info, , "RhlR protein generator (LVA-)", 
158, 2M, BBa_I6056, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1062.E0430", 
158, 2N, BBa_I1468, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "CinR protein generator ", 
158, 2O, BBa_I6058, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test I0500.E0430", 
158, 2P, BBa_I13207, pSB1A2, --, OK, , Signalling, 15, , , , , No sequence info, , "HSL/aiiA test construct", 
158, 3A, BBa_B0023, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphage T7  reversed", 
158, 3B, BBa_C0171, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "rhlR repressor/activator from P. aeruginosa PA3477 (no LVA)", 
158, 3C, BBa_B0024, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "double terminator (B0012-B0011)  reversed", 
158, 3E, BBa_B0025, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "double terminator (B0015)  reversed", 
158, 3G, BBa_B0030, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.1 (strong) -- modified from R. Weiss", 
158, 3H, BBa_C0178, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "autoinducer synthetase for PAI from Pseudomonas aeruginosa (no LVA)", 
158, 3I, BBa_B0031, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.2 (weak) -- derivative of BBa_0030", 
158, 3J, BBa_C0179, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "lasR activator from P. aeruginosa PAO1(no LVA)", 
158, 3K, BBa_B0032, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.3 (medium) -- derivative of BBa_0030", 
158, 3L, BBa_S01640, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "Intermediate part from assembly 240", 
158, 3M, BBa_B0033, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.4 (weaker) -- derivative of BBa_0030", 
158, 3N, BBa_I9045, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "reporter (yfp for cin) E0032.B0015", 
158, 3O, BBa_B0034, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS (Elowitz 1999) -- defines RBS efficiency", 
158, 3P, BBa_S0168, pSB1AK3, --, OK, , Intermediate, 3, , , , , No sequence info, , "C0062.B0015", 
158, 4A, BBa_I6060, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0010.E0432", 
158, 4B, BBa_I13261, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "Lux Receiver (I13263 with reversed part order)", 
158, 4C, BBa_I6061, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0011.E0432", 
158, 4D, BBa_I13263, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "Lux Receiver (HSL & R0063 driven)", 
158, 4E, BBa_I6062, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0040.E0432", 
158, 4F, BBa_I13272, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "YFP Producer Controlled by 3OC<sub>6</sub>HSL Receiver Device", 
158, 4G, BBa_I6064, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0050.E0432", 
158, 4H, BBa_I13273, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "YFP Producer Controlled by 3OC<sub>6</sub>HSL Receiver Device", 
158, 4I, BBa_I6066, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0051.E0432", 
158, 4J, BBa_I13208, pSB1A2, --, OK, , Signalling, 5, , , , , No sequence info, , "aiiA (LVA-) protein generator driven by plac", 
158, 4K, BBa_I6068, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0052.E0432", 
158, 4L, BBa_I13202, pSB1A2, --, OK, , Signalling, 5, , , , , No sequence info, , "3OC<sub>6</sub>HSL Sender Controlled by Lac Repressible Promoter", 
158, 4M, BBa_I6070, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0053.E0432", 
158, 4N, BBa_F2621, pSB1A2, --, OK, , Signalling, 6, , , , , No sequence info, , "3OC<sub>6</sub>HSL Receiver Device", 
158, 4O, BBa_I6072, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0062.E0432", 
158, 4P, BBa_A340620, pSB1A2, --, OK, , Inverter, 5, , , , , No sequence info, , "Quadpart Amplifier (B0034.C0062.B0015.R0062)", 
158, 5A, BBa_C0012, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "lacI repressor  from E. coli (+LVA)", 
158, 5B, BBa_E0044, pSB1A3, --, OK, , Reporter, 1, , , , , No sequence info, , "green fluorescent protein derived from jellyfish Aequeora victoria wild-type GFP (SwissProt: P42212)", 
158, 5C, BBa_C0040, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "tetracycline repressor from transposon Tn10 (+LVA)", 
158, 5D, BBa_E0036, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , "enhanced yellow fluorescent protein derived from A. victoria GFP", 
158, 5E, BBa_C0050, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "cI repressor from phage HK022  (+LVA?)", 
158, 5F, BBa_I7101, pSB4A3, --, OK, , Measurement, 5, , , , , No sequence info, , "R0040.B0032.E0040.B0015", 
158, 5G, BBa_C0051, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "cI repressor from E. coli phage lambda (+LVA) ", 
158, 5H, BBa_E0040, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , " green fluorescent protein derived from jellyfish Aequeora victoria wild-type GFP (SwissProt: P42212", 
158, 5I, BBa_C0052, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "cI repressor from phage  434 (+LVA)", 
158, 5J, BBa_E0024, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , " enhanced cyan fluorescent protein derived from A. victoria GFP", 
158, 5K, BBa_C0053, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "c2  repressor from Salmonella phage P22  (+LVA)", 
158, 5L, BBa_E0026, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , "enhanced cyan fluorescent protein derived from A. victoria GFP", 
158, 5M, BBa_C0060, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "autoinducer inactivation enzyme from Bacillus; hydrolyzes acetyl homoserine lactone", 
158, 5N, BBa_E0034, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , "enhanced yellow fluorescent protein derived from A. victoria GFP", 
158, 5O, BBa_C0061, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "autoinducer synthetase for AHL", 
158, 5P, BBa_I0403, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "I0500.B0034.C0060.E0420", 
158, 6A, BBa_I6074, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0063.E0432", 
158, 6B, BBa_F2620, pSB1A2, --, OK, , Signalling, 6, , , , , No sequence info, , "3OC<sub>6</sub>HSL -> PoPS Receiver", 
158, 6C, BBa_I6076, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0065.E0432", 
158, 6D, BBa_F2622, pSB1A2, --, OK, , Signalling, 6, , , , , No sequence info, , "3OC<sub>6</sub>HSL Receiver Device", 
158, 6E, BBa_I6078, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1050.E0432", 
158, 6F, BBa_I13606, pSB1A3, --, OK, , Measurement, 10, , , , , No sequence info, , "Reporter Construct (Ty+Lc+)", 
158, 6G, BBa_I6080, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1051.E0432", 
158, 6H, BBa_I13602, pSB1A2, --, OK, , Reporter, 5, , , , , No sequence info, , "Tet operator with CFP reporter (with LVA tag) [R/Tc+]", 
158, 6I, BBa_I6082, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1052.E0432", 
158, 6J, BBa_I13607, pSB1A3, --, OK, , Reporter, 10, , , , , No sequence info, , "Lac YFP Tet CFP (Ly+Tc+)", 
158, 6K, BBa_I6084, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1053.E0432", 
158, 6L, BBa_I5612, pSB4A3, --, OK, , Composite, 15, , , , , No sequence info, , "Brickalator 2.0 (Output-)", 
158, 6M, BBa_I6086, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1062.E0432", 
158, 6N, BBa_I13604, pSB1A3, --, OK, , Reporter, 10, , , , , No sequence info, , "Reporter construct for constitutive YFP and inducible CFP ", 
158, 6O, BBa_I6088, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test I0500.E0432", 
158, 6P, BBa_I13623, pSB1A2, --, OK, , Measurement, 10, , , , , No sequence info, , "Cascaded Lac (medium) and Tet (weak) QPIs", 
158, 7A, BBa_C0062, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "luxR repressor/activator   (no LVA?)", 
158, 7B, BBa_I0404, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0071.E0420", 
158, 7C, BBa_E0020, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "engineered cyan fluorescent protein derived from A. victoria GFP ", 
158, 7D, BBa_I0405, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0070.E0420", 
158, 7E, BBa_E0022, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , " enhanced cyan fluorescent protein derived from A. victoria GFP", 
158, 7F, BBa_I0406, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0079.E0420", 
158, 7G, BBa_E0030, pSB1AK3, --, OK, , Coding, 1, , , , , No sequence info, , "enhanced yellow fluorescent protein derived from A. victoria GFP", 
158, 7H, BBa_I0407, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0078.E0420", 
158, 7I, BBa_E0032, pSB1A2, --, OK, , Reporter, 1, , , , , No sequence info, , "enhanced yellow fluorescent protein derived from A. victoria GFP", 
158, 7J, BBa_I0408, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0077.E0420", 
158, 7K, BBa_R0010, pSB1A2, --, OK, , Regulatory, 1, , , , , No sequence info, , "promoter (lacI regulated)", 
158, 7L, BBa_I0409, pSB1A2, --, OK, , Composite, 7, , , , , No sequence info, , "R0040.B0034.C0076.E0420", 
158, 7M, BBa_R0011, pSB1A2, --, OK, , Regulatory, 1, , , , , No sequence info, , "Promoter (lacI regulated  lambda pL hybrid)", 
158, 7O, BBa_R0040, pSB1A2, --, OK, , Regulatory, 1, , , , , No sequence info, , "TetR repressible promoter", 
158, 7P, BBa_I0424, pSB1A2, --, OK, , Signalling, 12, , , , , No sequence info, , "I0404.I6101", 
158, 8A, BBa_I6100, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0061.E0430", 
158, 8B, BBa_I13605, pSB1A2, --, OK, , Reporter, 10, , , , , No sequence info, , "Reporter Construct (Ly-Tc-) for constitutive CFP and inducible YFP", 
158, 8C, BBa_I6101, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0071.E0430", 
158, 8D, BBa_I13653, pSB1AK3, --, OK, , Measurement, 11, , , , , No sequence info, , "Cascaded Tet (medium) and Lac (weak) QPIs with constitutive promoter as input", 
158, 8E, BBa_I6102, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0073.E0430", 
158, 8F, BBa_I13401, pSB1A2, --, OK, , Reporter, 3, , , , , No sequence info, , "GFP reporter for RHS of library test constructs", 
158, 8G, BBa_I6103, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0074.E0430", 
158, 8H, BBa_I13403, pSB1AK3, --, OK, , Composite, 8, , , , , No sequence info, , "YFP + Pbad CFP", 
158, 8I, BBa_I6105, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0077.E0430", 
158, 8J, BBa_I13404, pSB1A2, --, OK, , Project, 9, , , , , No sequence info, , "RBS.GFP + PBad CFP", 
158, 8K, BBa_I6106, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0078.E0430", 
158, 8L, BBa_I13405, pSB1A2, --, OK, , Project, 9, , , , , No sequence info, , "RBS.YFP + Pbad CFP", 
