Plate ,  Well ,  Part ,  Plasmid ,  Resistance ,  Well Status ,  Comments ,  Type ,  Subparts ,  Source ,  Gel Overall ,  Quantity ,  Plamsid ,  Sequencing ,  Seq Comment ,  Short Description , 
3088, 1A, BBa_I746107, pSB1C3, --, OK, , Signalling, 8, , , , , Long part(A), , "I746101 (AIP sensor infrastructure) + I746105 (Inducible P2 + GFP reporter)", 
3088, 1B, BBa_B0011, pSB1A2, --, OK, , Terminator, 1, , , , , Confirmed(A), , "LuxICDABEG (+/-)", 
3088, 1C, BBa_K145001, pSB1C3, --, OK, , Coding, 1, , , , , Long part(A), , "T7 RNA polymerase", 
3088, 1D, BBa_B0024, pSB1A2, --, OK, , Terminator, 1, , , , , Inconsistent(A), , "double terminator (B0012-B0011)  reversed", 
3088, 1E, BBa_K145014, pSB1C3, --, OK, , Coding, 1, , , , , Bad Sequencing(A), , "T7 RNA Polymerase with UmuD derived tag", 
3088, 1F, BBa_B0025, pSB1A2, --, OK, , Terminator, 1, , , , , Confirmed(A), , "double terminator (B0015)  reversed", 
3088, 1G, BBa_K145302, pSB1C3, --, OK, , Generator, 10, , , , , Long part(A), , "luxI generator controlled by key/lock", 
3088, 1H, BBa_B0031, pSB1A2, --, OK, , RBS, 1, , , , , Confirmed(A), , "RBS.2 (weak) -- derivative of BBa_0030", 
3088, 1I, BBa_K145280, pSB1C3, --, OK, , Composite, 10, , , , , Long part(A), , "GFP-LVA under TetR control", 
3088, 1J, BBa_B0032, pSB1A2, --, OK, , RBS, 1, , , , , Confirmed(A), , "RBS.3 (medium) -- derivative of BBa_0030", 
3088, 1K, BBa_K145279, pSB1C3, --, OK, , Composite, 10, , , , , Inconsistent(A), , "GFP regulated by tetracyclin", 
3088, 1L, BBa_B0033, pSB1A2, --, OK, , RBS, 1, , , , , Confirmed(A), , "RBS.4 (weaker) -- derivative of BBa_0030", 
3088, 1M, BBa_K118000, pSB1C3, --, OK, , Coding, 1, , , , , Long part(A), , "dxs coding sequence encoding 1-deoxyxylulose-5-phosphate synthase", 
3088, 1N, BBa_B0034, pSB1A2, --, OK, , RBS, 1, , , , , Confirmed(A), , "RBS (Elowitz 1999) -- defines RBS efficiency", 
3088, 1O, BBa_K118004, pSB1C3, --, OK, , Translational_Unit, 2, , , , , Long part(A), , "rbs+dxs (1-deoxyxylulose-5-phosphate synthase)", 
3088, 1P, BBa_C0012, pSB1A2, --, OK, , Coding, 1, , , , , Confirmed(A), , "lacI repressor  from E. coli (+LVA)", 
3088, 2A, BBa_K525305, pSB1C3, --, OK, , Composite, 1, iGEM11_Bielefeld-Germany, , , , Long part(A), , "Fusion Protein of S-Layer SgsE and mCitrine", 
3088, 2B, BBa_J04450, BBa_J63009, --, OK, " ", Reporter, 5, iGEM11_Bielefeld-Germany, , , , Confirmed(A), , "RFP Coding Device", 
3088, 2C, BBa_K525306, pSB1C3, --, OK, , Coding, 1, iGEM11_Bielefeld-Germany, , , , Long part(A), , "Fusion Protein of S-Layer SgsE and mCerulean", 
3088, 2D, BBa_J04450, BBa_J63010, --, OK, " ", Reporter, 5, iGEM11_Bielefeld-Germany, , , , Inconsistent(A), , "RFP Coding Device", 
3088, 2E, BBa_K525404, pSB1C3, --, OK, , Composite, 1, iGEM11_Bielefeld-Germany, , , , Long part(A), , "Fusion Protein of S-Layer SbpA and mCherry RFP", 
3088, 2F, BBa_J04450, pSB1A10, --, OK, " ", Reporter, 5, iGEM11_Bielefeld-Germany, , , , Inconsistent(A), , "RFP Coding Device", 
3088, 2G, BBa_K525406, pSB1C3, --, OK, , Composite, 1, iGEM11_Bielefeld-Germany, , , , Long part(A), , " Fusion Protein of S-Layer SbpA and mCerulean ", 
3088, 2H, BBa_J04450, pSB1A3, --, OK, " ", Reporter, 5, iGEM11_Bielefeld-Germany, , , , Single error(A), , "RFP Coding Device", 
3088, 2I, BBa_K592011, pSB1C3, --, OK, , Coding, 1, iGEM11_Uppsala-Sweden, , , , Confirmed(A), , "cjBlue  green chromoprotein", 
3088, 2J, BBa_J04450, pSB4A5, --, OK, " ", Reporter, 5, iGEM11_Uppsala-Sweden, , , , Inconsistent(A), , "RFP Coding Device", 
3088, 2K, BBa_K592011, pSB1C3, --, OK, , Coding, 1, iGEM11_Uppsala-Sweden, , , , Confirmed(A), , "cjBlue  green chromoprotein", 
3088, 2L, BBa_J04450, pSB6A1, --, OK, " ", Reporter, 5, iGEM11_Uppsala-Sweden, , , , Inconsistent(A), , "RFP Coding Device", 
3088, 2M, BBa_K592101, pSB1C3, --, OK, "Sequence verified before cloning into pSB1C3", Coding, 1, iGEM11_Uppsala-Sweden, , , , Confirmed(A), , "Yellow Fluorescent Protein (YFP)", 
3088, 2O, BBa_K648013, pSB1C3, --, OK, , Coding, 1, iGEM11_Penn_State, , , , Confirmed(A), , "GFP with Standard 25 Prefix/Suffix ", 
3088, 3A, BBa_K118005, pSB1C3, --, OK, , Translational_Unit, 2, , , , , Confirmed(A), , "rbs+crtI (phytoene dehydrogenase)", 
3088, 3B, BBa_C0040, pSB1A2, --, OK, , Coding, 1, , , , , Confirmed(A), , "tetracycline repressor from transposon Tn10 (+LVA)", 
3088, 3C, BBa_K118019, pSB1C3, --, OK, , Generator, 3, , , , , Inconsistent(A), , "Plac+rbs+glgC (ADP-glucose pyrophosphorylase)", 
3088, 3D, BBa_C0050, pSB1A2, --, OK, , Coding, 1, , , , , Confirmed(A), , "cI repressor from phage HK022  (+LVA?)", 
3088, 3E, BBa_K118024, pSB1C3, --, OK, , Composite, 6, , , , , Long part(A), , "dxs+LIMS1+appY", 
3088, 3F, BBa_C0051, pSB1A2, --, OK, , Coding, 1, , , , , Confirmed(A), , "cI repressor from E. coli phage lambda (+LVA) ", 
3088, 3G, BBa_K118028, pSB1C3, --, OK, , Coding, 1, , , , , Long part(A), , "beta-glucosidase gene bglX (chu_2268) from Cytophaga hutchinsonii", 
3088, 3H, BBa_C0052, pSB1A2, --, OK, , Coding, 1, , , , , Confirmed(A), , "cI repressor from phage  434 (+LVA)", 
3088, 3I, BBa_I742111, pSB1C3, --, OK, "Spring 2008 -> Source Plate 1011", Translational_Unit, 2, , , , , Long part(A), , "Limonene synthase gene with ribosome binding site", 
3088, 3J, BBa_C0053, pSB1A2, --, OK, , Coding, 1, , , , , Confirmed(A), , "c2  repressor from Salmonella phage P22  (+LVA)", 
3088, 3K, BBa_I746375, pSB1C3, --, OK, , Composite, 11, , , , , Long part(A), , "P2 ogr inducing PLL promoter", 
3088, 3L, BBa_C0060, pSB1A2, --, OK, , Coding, 1, , , , , Confirmed(A), , "autoinducer inactivation enzyme from Bacillus; hydrolyzes acetyl homoserine lactone", 
3088, 3M, BBa_I746381, pSB1C3, --, OK, , Composite, 11, , , , , Long part(A), , "PSP3 pag inducing PO promoter", 
3088, 3N, BBa_C0061, pSB1A2, --, OK, , Coding, 1, , , , , Confirmed(A), , "autoinducer synthetase for AHL", 
3088, 3O, BBa_I746391, pSB1C3, --, OK, , Composite, 11, , , , , Long part(A), , "phiR73 delta inducing PO promoter", 
3088, 3P, BBa_C0062, pSB1A2, --, OK, , Coding, 1, , , , , Confirmed(A), , "luxR repressor/activator   (no LVA?)", 
3088, 4A, BBa_J23111, pSB1C3, --, OK, , Regulatory, 1, iGEM13_BostonU, , , , Confirmed(A), , "constitutive promoter family member", 
3088, 4B, BBa_J04450, pSB1C3, --, OK, " ", Reporter, 5, iGEM13_BostonU, , , , Confirmed(A), , "RFP Coding Device", 
3088, 4C, BBa_J23108, pSB1C3, --, OK, , Regulatory, 1, iGEM13_BostonU, , , , Confirmed(A), , "constitutive promoter family member ", 
3088, 4D, BBa_J04450, pSB3C5, --, OK, " ", Reporter, 5, iGEM13_BostonU, , , , Confirmed(A), , "RFP Coding Device", 
3088, 4E, BBa_J23109, pSB1C3, --, OK, , Regulatory, 1, iGEM13_BostonU, , , , Confirmed(A), MoClo sample  see sequencing, "constitutive promoter family member ", 
3088, 4F, BBa_J04450, pSB4C5, --, OK, " ", Reporter, 5, , , , , Single error(A), , "RFP Coding Device", 
3088, 4G, BBa_B0030, pSB1C3, --, OK, , RBS, 1, iGEM13_BostonU, , , , Confirmed(A), , "RBS.1 (strong) -- modified from R. Weiss", 
3088, 4I, BBa_K1188002, pSB1C3, --, OK, , Tag, 1, iGEM13_CU-Boulder, , , , Confirmed(A), , "RTX - Calcium Binding Protein", 
3088, 4K, BBa_K1218003, pSB1C3, --, OK, , Coding, 1, iGEM13_Stanford-Brown, , , , Confirmed(A), , "CRISPR CasA E. coli (Modern)", 
3088, 4M, BBa_K1218011, pSB1C3, --, OK, , Coding, 1, iGEM13_Stanford-Brown, , , , Long part(A), , "Cas9", 
3088, 4O, BBa_K1184000, pSB1C3, --, OK, , Coding, 1, iGEM13_Carnegie_Mellon, , , , Confirmed(A), , "KillerRed", 
3088, 5A, BBa_K137018, pSB1C3, --, OK, , Signalling, 10, , , , , Long part(A), , "AHL receiver + GFP", 
3088, 5B, BBa_E0020, pSB1A2, --, OK, , Coding, 1, , , , , Confirmed(A), , "engineered cyan fluorescent protein derived from A. victoria GFP ", 
3088, 5C, BBa_I746908, pSB1C3, --, OK, , Generator, 5, , , , , Long part(A), , "superfolder GFP driven by pBAD promoter", 
